Nivel Jerarquico Empleo,Nivel Educativo,Naturaleza Jurídica,Municipio de Nacimiento,Tipo de Nombramiento,Sector Administrativo,Random Forest,Tree,Random Forest (ADMINISTRATIVO),Random Forest (ASESOR),Random Forest (ASISTENCIAL),Random Forest (AUXILIAR),Random Forest (CONTROLADOR DE TRÁNSITO AÉREO),Random Forest (DIRECTIVO),Random Forest (DIRECTIVO DOCENTE),Random Forest (DOCENTE),Random Forest (EJECUTIVO),Random Forest (ESPECIALISTA),Random Forest (INSPECTOR DE SEGURIDAD AÉREA),Random Forest (NO APLICA),Random Forest (OPERATIVO),Random Forest (ORIENTADOR DE DEFENSA O ESPÍRITU),Random Forest (PERSONERO),Random Forest (PROFESIONAL),Random Forest (PROFESIONAL ESPECIALIZADO),Random Forest (PROFESOR TITULAR),Random Forest (PROFESOR UNIVERSITARIO),Random Forest (SECRETARIOS),Random Forest (TRABAJADOR OFICIAL),Random Forest (TÉCNICO),Tree (ADMINISTRATIVO),Tree (ASESOR),Tree (ASISTENCIAL),Tree (AUXILIAR),Tree (CONTROLADOR DE TRÁNSITO AÉREO),Tree (DIRECTIVO),Tree (DIRECTIVO DOCENTE),Tree (DOCENTE),Tree (EJECUTIVO),Tree (ESPECIALISTA),Tree (INSPECTOR DE SEGURIDAD AÉREA),Tree (NO APLICA),Tree (OPERATIVO),Tree (ORIENTADOR DE DEFENSA O ESPÍRITU),Tree (PERSONERO),Tree (PROFESIONAL),Tree (PROFESIONAL ESPECIALIZADO),Tree (PROFESOR TITULAR),Tree (PROFESOR UNIVERSITARIO),Tree (SECRETARIOS),Tree (TRABAJADOR OFICIAL),Tree (TÉCNICO),Fold,Nivel Entidad,Meses de Experiencia Independiente,Orden,valor total experiencia (Meses)
DIRECTIVO,POSTGRADO,ALCALDÍA,ARMENIA,ESCALAFONADO EN CARRERA,ESTADÍSTICAS,ASISTENCIAL,ASISTENCIAL,0,0,0.581667,0,0,0.387222,0,0,0,0,0,0,0,0,0,0.0311111,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CENTRAL,0,TERRITORIAL,520
PROFESIONAL,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,BARRANQUILLA,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.183333,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.0166667,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,685
PROFESIONAL,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,LIBANO,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.200952,0.238571,0,0,0,0,0,0,0,0,0,0,0,0,0.560476,0,0,0,0,0,0,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,430
TÉCNICO,POSTGRADO,ESPECIAL,MANIZALES,ESCALAFONADO EN CARRERA,JUSTICIA Y DEL DERECHO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739524,0,0,0,0,0,0.260476,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,3,NO APLICA,0,NACIONAL,346
PROFESIONAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928571,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,151
PROFESIONAL,POSTGRADO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,BOGOTA,PROVISIONAL,TRABAJO,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,3,DESCENTRALIZADO,0,TERRITORIAL,291
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,TUNJA,LIBRE NOMBRAMIENTO Y REMOCIÓN,JUSTICIA Y DEL DERECHO,PROFESIONAL,PROFESIONAL,0,0,0.170238,0,0,0,0,0,0,0,0,0,0,0,0,0.647619,0,0,0,0,0,0.182143,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,3,NO APLICA,0,NACIONAL,782
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,VALLEDUPAR,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.105952,0,0,0,0,0,0,0,0.139286,0,0.507143,0,0,0,0,0,0.247619,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.7,0,0,0,0,0,0.1,3,CENTRAL,0,NACIONAL,160
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,MEDIO SAN JUAN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,DIRECTIVO,DIRECTIVO,0,0.1275,0,0,0,0.8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CENTRAL,0,TERRITORIAL,154
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.211905,0,0,0,0,0,0,0,0,0,0.57619,0,0,0,0,0,0.211905,0,0,0.0909091,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0.545455,0,0,0,0,0,0.272727,3,CENTRAL,0,NACIONAL,238
PROFESIONAL,POSTGRADO,INSTITUTO CIENTÍFICO Y TECNOLÓGICO,BOGOTA,PROVISIONAL,NO APLICA,TÉCNICO,ASESOR,0,0.342857,0,0,0,0.0583333,0,0,0,0,0,0,0,0,0,0.0619048,0,0,0,0,0,0.536905,0,0.333333,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.333333,3,NO APLICA,0,NACIONAL,291
TÉCNICO,PREGRADO,ÓRGANO AUTÓNOMO,CHAPARRAL,ESCALAFONADO EN CARRERA,NO APLICA,ASISTENCIAL,ASISTENCIAL,0,0,0.581667,0,0,0.387222,0,0,0,0,0,0,0,0,0,0.0311111,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CENTRAL,0,TERRITORIAL,520
TÉCNICO,PREGRADO,GOBERNACIÓN,SINCELEJO,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.191371,0,0,0,0,0,0,0,0,0,0,0,0.0787515,0,0.651041,0,0,0,0,0,0.078837,0,0.166667,0.0833333,0,0,0,0,0,0,0,0,0,0,0.0833333,0,0.583333,0,0,0,0,0,0.0833333,3,DESCENTRALIZADO,0,NACIONAL,346
ASESOR,POSTGRADO,DEPARTAMENTO ADMINISTRATIVO,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,SALUD Y PROTECCIÓN SOCIAL,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.205714,0,0,0,0,0,0,0,0,0,0.67579,0,0,0,0,0,0.118496,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0.142857,3,CENTRAL,0,NACIONAL,282
NO APLICA,PREGRADO,ESPECIAL,NATAGAIMA,ELECCIÓN POPULAR,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.0997222,0,0,0,0,0,0,0,0,0,0,0,0,0.711984,0,0,0,0,0,0.188294,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.166667,3,CENTRAL,0,NACIONAL,386
PROFESIONAL,POSTGRADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MEDELLIN,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.1025,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0.7325,0,0,0,0,0,0.05,0,0.142857,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0.571429,0,0,0,0,0,0.142857,3,DESCENTRALIZADO,0,NACIONAL,529
PROFESIONAL,BASICA SECUNDARIA,ESPECIAL,SANTA MARTA,PERIODO FIJO,FUNCIÓN PÚBLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.0983333,0,0,0,0,0,0,0,0,0,0.901667,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,702
PROFESIONAL,POSTGRADO,ÓRGANO AUTÓNOMO,CERRITO,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0992857,0.206389,0,0,0.135,0,0,0,0,0,0,0,0,0,0.559325,0,0,0,0,0,0,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,338
TÉCNICO,POSTGRADO,GOBERNACIÓN,PINILLOS,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,ORIENTADOR DE DEFENSA O ESPÍRITU,PROFESIONAL,0,0.0444444,0.283333,0,0,0.0333333,0,0,0,0,0,0,0,0.420833,0,0.218056,0,0,0,0,0,0,0,0.166667,0.166667,0,0,0.0833333,0,0,0,0,0,0,0,0.0833333,0,0.5,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,397
ASISTENCIAL,POSTGRADO,ALCALDÍA,EL TAMBO,LIBRE NOMBRAMIENTO Y REMOCIÓN,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,PROFESIONAL,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,0,0,0,0,0,0.111111,3,CENTRAL,0,NACIONAL,945
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,LIBANO,ESCALAFONADO EN CARRERA,TRABAJO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,125
PROFESIONAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,ARMENIA,LIBRE NOMBRAMIENTO Y REMOCIÓN,EDUCACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784239,0,0,0,0,0,0.215761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0.285714,3,CENTRAL,0,NACIONAL,442
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834048,0,0,0,0,0,0.165952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0.222222,3,DESCENTRALIZADO,0,NACIONAL,389
DIRECTIVO,PREGRADO,ESTABLECIMIENTO PÚBLICO,SAN ANTONIO,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.0546919,0,0,0.303658,0,0,0,0,0,0,0,0.0760747,0,0.565576,0,0,0,0,0,0,0,0,0.0625,0,0,0.1875,0,0,0,0,0,0,0,0.125,0,0.625,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,369
TÉCNICO,BASICA SECUNDARIA,ESTABLECIMIENTO PÚBLICO,ARAUCA,LIBRE NOMBRAMIENTO Y REMOCIÓN,SALUD Y PROTECCIÓN SOCIAL,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.105952,0,0,0,0,0,0,0,0.139286,0,0.507143,0,0,0,0,0,0.247619,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.7,0,0,0,0,0,0.1,3,CENTRAL,0,NACIONAL,160
PROFESIONAL,PREGRADO,ALCALDÍA,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899048,0,0,0,0,0,0.0842857,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,3,DESCENTRALIZADO,0,NACIONAL,268
PROFESIONAL,BASICA SECUNDARIA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BUCARAMANGA,ESCALAFONADO EN CARRERA,RELACIONES EXTERIORES,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.261667,0,0,0,0,0,0,0,0,0,0.738333,0,0,0,0,0,0,0,0,0.111111,0,0,0.222222,0,0,0,0,0,0,0,0,0,0.555556,0,0,0,0,0,0.111111,3,CENTRAL,0,TERRITORIAL,167
PROFESIONAL,PREGRADO,MINISTERIO,PAMPLONA,LIBRE NOMBRAMIENTO Y REMOCIÓN,AMBIENTE Y DESARROLLO SOSTENIBLE,PROFESIONAL,PROFESIONAL,0,0.383889,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.526111,0,0,0,0,0,0.04,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.333333,3,NO APLICA,0,NACIONAL,272
PROFESIONAL,POSTGRADO,MINISTERIO,CARTAGENA DEL CHAIRA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,130
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,ARMENIA,PERIODO FIJO,TRABAJO,PROFESIONAL,ASISTENCIAL,0,0.141667,0.212619,0,0,0.0592857,0,0,0,0,0,0,0,0,0,0.504286,0,0,0,0,0,0.0821429,0,0.25,0.375,0,0,0.125,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,3,DESCENTRALIZADO,0,TERRITORIAL,502
DIRECTIVO,POSTGRADO,MINISTERIO,LIBANO,PROVISIONAL,JUSTICIA Y DEL DERECHO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181905,0,0.635238,0,0,0,0,0,0.182857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.777778,0,0,0,0,0,0.111111,3,DESCENTRALIZADO,0,NACIONAL,404
TÉCNICO,POSTGRADO,ESPECIAL,TUQUERRES,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943333,0,0,0,0,0,0.0566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,3,DESCENTRALIZADO,0,NACIONAL,839
PROFESIONAL,POSTGRADO,CONTRALORÍA DEPARTAMENTAL,YARUMAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0.158333,0,0,0,0,0,0,0.62619,0,0,0,0,0,0.215476,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.222222,3,DESCENTRALIZADO,0,NACIONAL,372
PROFESIONAL,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,PACHO,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,DIRECTIVO,PROFESIONAL,0,0.045202,0.0313131,0,0,0.583333,0,0,0,0,0,0,0,0,0,0.308838,0,0,0,0,0,0.0313131,0,0.075,0.05,0,0,0.075,0,0,0,0,0,0.025,0,0,0,0.65,0,0,0,0,0,0.125,3,DESCENTRALIZADO,0,NACIONAL,469
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,MEDELLIN,PERIODO PRUEBA,NO APLICA,ASESOR,PROFESIONAL,0,0.590635,0,0,0,0.0957937,0,0,0,0,0,0,0,0,0,0.293571,0,0,0,0,0,0.02,0,0.307692,0,0,0,0.0769231,0,0,0,0,0,0,0,0.153846,0,0.384615,0,0,0,0,0,0.0769231,3,CENTRAL,0,NACIONAL,189
DIRECTIVO,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,GUACHUCAL,ESCALAFONADO EN CARRERA,DEFENSA,ASISTENCIAL,ASISTENCIAL,0,0,0.577619,0,0,0.05,0,0,0,0,0,0,0,0,0,0.372381,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,3,CENTRAL,0,TERRITORIAL,46
ASISTENCIAL,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,ARMENIA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,TÉCNICO,TÉCNICO,0,0,0,0,0,0.103333,0,0,0,0,0,0,0,0,0,0.293333,0,0,0,0,0,0.603333,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.5,3,NO APLICA,0,TERRITORIAL,42
TÉCNICO,POSTGRADO,ALCALDÍA,SAN JOSE DE MIRANDA,ESCALAFONADO EN CARRERA,AMBIENTE Y DESARROLLO SOSTENIBLE,DIRECTIVO,DIRECTIVO,0,0.2,0.261667,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583333,0,0.111111,0.111111,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,3,CENTRAL,0,TERRITORIAL,224
DIRECTIVO,EDUCACION MEDIA,GOBERNACIÓN,OROCUE,PROVISIONAL,EDUCACIÓN,PROFESIONAL,PROFESIONAL,0,0.0125,0.0535714,0,0,0,0,0,0,0,0,0,0,0,0,0.883929,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0.285714,3,CENTRAL,0,TERRITORIAL,275
DIRECTIVO,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,MEDELLIN,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0.0714286,0,0,0,0.214286,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.142857,3,DESCENTRALIZADO,0,TERRITORIAL,168
TÉCNICO,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,VILLAVICENCIO,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0777778,0.130556,0,0,0.10119,0,0,0,0,0,0,0,0,0,0.468254,0,0,0,0,0,0.222222,0,0.222222,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.222222,3,DESCENTRALIZADO,0,TERRITORIAL,106
ASISTENCIAL,PREGRADO,ENTE UNIVERSITARIO AUTÓNOMO,BOGOTA,PROVISIONAL,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,ASESOR,ASISTENCIAL,0,0.326667,0.047619,0,0,0.207619,0,0,0,0,0,0,0,0,0,0.142619,0,0,0,0,0,0.275476,0,0.25,0.375,0,0,0.125,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,3,DESCENTRALIZADO,0,TERRITORIAL,496
TÉCNICO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,ASESOR,PROFESIONAL,0,0.51,0.105357,0,0,0.128571,0,0,0,0,0,0,0,0,0,0.206071,0,0,0,0,0,0.05,0,0.222222,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.222222,3,DESCENTRALIZADO,0,TERRITORIAL,101
TÉCNICO,POSTGRADO,ESPECIAL,COMBITA,ESCALAFONADO EN CARRERA,JUSTICIA Y DEL DERECHO,ASISTENCIAL,ASISTENCIAL,0,0,0.72869,0,0,0,0,0,0,0,0,0,0,0,0,0.27131,0,0,0,0,0,0,0,0,0.285714,0,0,0.285714,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.142857,3,CENTRAL,0,TERRITORIAL,404
PROFESIONAL,POSTGRADO,ESPECIAL,SAN GIL,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,ASESOR,0,0.0375,0.025,0,0,0.149167,0,0,0,0,0,0,0,0,0,0.788333,0,0,0,0,0,0,0,0.333333,0.166667,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,3,DESCENTRALIZADO,0,TERRITORIAL,114
PROFESIONAL,POSTGRADO,ALCALDÍA,RESTREPO,LIBRE NOMBRAMIENTO Y REMOCIÓN,TRABAJO,PROFESIONAL,PROFESIONAL,0,0.121071,0.181767,0,0,0,0,0,0,0,0,0,0,0,0,0.575824,0,0,0,0,0,0.121337,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166667,3,DESCENTRALIZADO,0,NACIONAL,307
PROFESIONAL,POSTGRADO,GOBERNACIÓN,MAGANGUE,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.317828,0,0,0,0,0,0,0,0,0.162828,0,0,0,0.519343,0,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0,0,0.222222,0,0,0,0.444444,0,0,0,0,0,0.111111,3,CENTRAL,0,NACIONAL,523
PROFESIONAL,POSTGRADO,GOBERNACIÓN,BUCARAMANGA,PERIODO PRUEBA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619,0,0,0,0.952381,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,515
PROFESIONAL,POSTGRADO,ALCALDÍA,SAN JOSE DE LA MONTAÑA,ESCALAFONADO EN CARRERA,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0.0166667,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0.745238,0,0,0,0,0,0.204762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.428571,3,NO APLICA,0,TERRITORIAL,165
PROFESIONAL,PREGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,GUACAMAYAS,LIBRE NOMBRAMIENTO Y REMOCIÓN,DEFENSA,PROFESIONAL,PROFESIONAL,0,0.335357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444643,0,0,0,0,0,0.22,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,3,CENTRAL,0,NACIONAL,458
PROFESIONAL,POSTGRADO,ALCALDÍA,BOGOTA,ELECCIÓN POPULAR,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.356071,0,0,0,0,0,0,0,0,0,0,0,0.097619,0,0.49631,0,0,0,0,0,0.05,0,0.222222,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.555556,0,0,0,0,0,0.111111,3,NO APLICA,0,NACIONAL,665
DIRECTIVO,POSTGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,ARMENIA,LIBRE NOMBRAMIENTO Y REMOCIÓN,SALUD Y PROTECCIÓN SOCIAL,DIRECTIVO,ASISTENCIAL,0,0,0.386667,0,0,0.587937,0,0,0,0,0,0,0,0,0,0.0253968,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CENTRAL,0,TERRITORIAL,522
ASISTENCIAL,POSTGRADO,ALCALDÍA,BARRANCABERMEJA,LIBRE NOMBRAMIENTO Y REMOCIÓN,CULTURA,PROFESIONAL,PROFESIONAL,0,0.1,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.8,0,0,0,0,0,0,0,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0.0833333,3,NO APLICA,0,NACIONAL,304
DIRECTIVO,POSTGRADO,ALCALDÍA,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.134405,0,0,0,0.865595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0.857143,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,223
PROFESIONAL,POSTGRADO,ESPECIAL,BUGALAGRANDE,PROVISIONAL,TRABAJO,DIRECTIVO,PROFESIONAL,0,0,0,0,0,0.773333,0,0,0,0,0,0,0,0,0,0.226667,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,3,NO APLICA,0,TERRITORIAL,631
DIRECTIVO,POSTGRADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,NOVITA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,ASISTENCIAL,ASISTENCIAL,0,0,0.546667,0,0,0,0,0,0,0,0,0,0,0,0,0.386667,0,0,0,0,0,0.0666667,0,0,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.222222,3,CENTRAL,0,TERRITORIAL,101
PROFESIONAL,PREGRADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,BOGOTA,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.0973449,0,0,0,0,0,0,0,0,0,0.902655,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,164
PROFESIONAL,PREGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,TUMACO,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0.0125,0,0,0,0.52131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46619,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,NO APLICA,0,TERRITORIAL,146
NO APLICA,PREGRADO,MINISTERIO,MEDELLIN,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.244167,0,0.735833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.875,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,528
PROFESIONAL,PREGRADO,ENTE UNIVERSITARIO AUTÓNOMO,BARRANQUILLA,PROVISIONAL,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0.165476,0,0,0.136905,0,0,0,0,0,0,0,0,0,0.52619,0,0,0,0,0,0.171429,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.1,3,CENTRAL,0,TERRITORIAL,28
