Nivel Jerarquico Empleo,Nivel Educativo,Naturaleza Jurídica,Municipio de Nacimiento,Tipo de Nombramiento,Sector Administrativo,Random Forest,Tree,Random Forest (ADMINISTRATIVO),Random Forest (ASESOR),Random Forest (ASISTENCIAL),Random Forest (AUXILIAR),Random Forest (CONTROLADOR DE TRÁNSITO AÉREO),Random Forest (DIRECTIVO),Random Forest (DIRECTIVO DOCENTE),Random Forest (DOCENTE),Random Forest (EJECUTIVO),Random Forest (ESPECIALISTA),Random Forest (INSPECTOR DE SEGURIDAD AÉREA),Random Forest (NO APLICA),Random Forest (OPERATIVO),Random Forest (ORIENTADOR DE DEFENSA O ESPÍRITU),Random Forest (PERSONERO),Random Forest (PROFESIONAL),Random Forest (PROFESIONAL ESPECIALIZADO),Random Forest (PROFESOR TITULAR),Random Forest (PROFESOR UNIVERSITARIO),Random Forest (SECRETARIOS),Random Forest (TRABAJADOR OFICIAL),Random Forest (TÉCNICO),Tree (ADMINISTRATIVO),Tree (ASESOR),Tree (ASISTENCIAL),Tree (AUXILIAR),Tree (CONTROLADOR DE TRÁNSITO AÉREO),Tree (DIRECTIVO),Tree (DIRECTIVO DOCENTE),Tree (DOCENTE),Tree (EJECUTIVO),Tree (ESPECIALISTA),Tree (INSPECTOR DE SEGURIDAD AÉREA),Tree (NO APLICA),Tree (OPERATIVO),Tree (ORIENTADOR DE DEFENSA O ESPÍRITU),Tree (PERSONERO),Tree (PROFESIONAL),Tree (PROFESIONAL ESPECIALIZADO),Tree (PROFESOR TITULAR),Tree (PROFESOR UNIVERSITARIO),Tree (SECRETARIOS),Tree (TRABAJADOR OFICIAL),Tree (TÉCNICO),Fold,Nivel Entidad,Meses de Experiencia Independiente,Orden,valor total experiencia (Meses)
TÉCNICO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,RIOSUCIO,ESCALAFONADO EN CARRERA,NO APLICA,TÉCNICO,PROFESIONAL,0,0.206111,0.265556,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0.0861111,0,0,0,0,0,0.408889,0,0.222222,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.222222,3,DESCENTRALIZADO,0,TERRITORIAL,105
PROFESIONAL,POSTGRADO,ALCALDÍA,MEDELLIN,ESCALAFONADO EN CARRERA,RELACIONES EXTERIORES,PROFESIONAL,PROFESIONAL,0,0.0662338,0,0,0,0.0514286,0,0,0,0,0,0,0,0,0,0.686764,0,0,0,0,0,0.195574,0,0.0718954,0.0392157,0,0,0.0849673,0,0,0,0,0,0.0196078,0,0.0130719,0,0.633987,0,0,0,0,0,0.137255,3,DESCENTRALIZADO,0,NACIONAL,232
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ESPINAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.02,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.495,0,0,0,0,0,0.46,0,0.0718954,0.0392157,0,0,0.0849673,0,0,0,0,0,0.0196078,0,0.0130719,0,0.633987,0,0,0,0,0,0.137255,3,DESCENTRALIZADO,0,NACIONAL,224
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,SAN JACINTO,ESCALAFONADO EN CARRERA,NO APLICA,ASISTENCIAL,DIRECTIVO,0,0,0.436667,0,0,0.154286,0,0,0,0,0,0,0,0,0,0.134286,0,0,0,0,0,0.274762,0,0,0.181818,0,0,0.272727,0,0,0,0,0,0,0,0,0,0.272727,0,0,0,0,0,0.272727,3,DESCENTRALIZADO,0,TERRITORIAL,220
ASESOR,POSTGRADO,CONTRALORÍA DEPARTAMENTAL,AGUA DE DIOS,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.146667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55381,0,0,0,0,0,0.299524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,3,DESCENTRALIZADO,0,TERRITORIAL,282
TÉCNICO,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.283333,0,0,0,0,0,0,0,0,0,0.408333,0,0,0,0,0,0.308333,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,3,CENTRAL,0,TERRITORIAL,297
DIRECTIVO,POSTGRADO,GOBERNACIÓN,IBAGUE,PROVISIONAL,DEFENSA,PROFESIONAL,PROFESIONAL,0,0.0666667,0.0166667,0,0,0.0952778,0,0,0,0,0,0,0,0,0,0.528333,0.159167,0,0,0,0,0.133889,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.571429,0.142857,0,0,0,0,0.142857,3,CENTRAL,0,TERRITORIAL,126
TÉCNICO,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,TUNJA,ESCALAFONADO EN CARRERA,JUSTICIA Y DEL DERECHO,PROFESIONAL,PROFESIONAL,0,0,0.120214,0,0,0,0,0,0,0,0,0,0,0,0,0.754017,0,0,0,0,0,0.125769,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,3,NO APLICA,0,NACIONAL,313
PROFESIONAL,POSTGRADO,ALCALDÍA,MANIZALES,PROVISIONAL,NO APLICA,ASISTENCIAL,TÉCNICO,0,0,0.506667,0,0,0.365,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.0783333,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3,NO APLICA,0,NACIONAL,78
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,SAN VICENTE DE CHUCURI,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.835714,0,0,0,0,0,0.139286,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.222222,3,CENTRAL,0,TERRITORIAL,621
DIRECTIVO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,RIOBLANCO,ESCALAFONADO EN CARRERA,HACIENDA Y CRÉDITO PÚBLICO,DIRECTIVO,DIRECTIVO,0,0.13596,0.0333333,0,0,0.509192,0,0,0,0,0,0,0,0,0,0.0666667,0,0,0,0,0,0.254848,0,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,DESCENTRALIZADO,0,TERRITORIAL,226
PROFESIONAL,POSTGRADO,ESPECIAL,PASTO,ESCALAFONADO EN CARRERA,HACIENDA Y CRÉDITO PÚBLICO,DIRECTIVO,DIRECTIVO,0,0,0.116667,0,0,0.710833,0,0,0,0,0,0,0,0,0,0.1725,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,3,NO APLICA,0,TERRITORIAL,204
ASESOR,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,PERIODO FIJO,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.783333,0,0,0,0,0,0.191667,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0.714286,0,0,0,0,0,0.142857,3,CENTRAL,0,NACIONAL,426
PROFESIONAL,POSTGRADO,ÓRGANO AUTÓNOMO,VENECIA,LIBRE NOMBRAMIENTO Y REMOCIÓN,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,PROFESIONAL,0,0,0.229167,0,0,0,0,0,0,0,0,0,0,0,0,0.421667,0,0,0,0,0,0.349167,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.333333,3,DESCENTRALIZADO,0,NACIONAL,190
PROFESIONAL,POSTGRADO,ALCALDÍA,NOBSA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.225,0,0,0.166627,0,0,0,0,0,0,0,0,0,0.402183,0,0,0,0,0,0.20619,0,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,3,CENTRAL,0,TERRITORIAL,160
PROFESIONAL,POSTGRADO,ÓRGANO AUTÓNOMO,BOGOTA,PROVISIONAL,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882576,0,0,0,0,0,0.117424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,0,0,0,0,0,0.111111,3,CENTRAL,0,NACIONAL,186
DIRECTIVO,PREGRADO,ALCALDÍA,SABANAGRANDE,CONTRATO LABORAL,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596429,0,0,0,0,0,0.403571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,3,CENTRAL,0,NACIONAL,421
DIRECTIVO,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,PUERTO TEJADA,LIBRE NOMBRAMIENTO Y REMOCIÓN,MINAS Y ENERGÍA,DIRECTIVO,PROFESIONAL,0,0,0,0,0,0.427143,0,0,0,0,0,0,0,0,0,0.294524,0,0,0,0,0,0.278333,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.25,3,CENTRAL,0,TERRITORIAL,131
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BUCARAMANGA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.276667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723333,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,3,NO APLICA,0,NACIONAL,524
TÉCNICO,POSTGRADO,GOBERNACIÓN,COLON,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0166667,0,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0.836111,0,0,0,0,0,0.113889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0.166667,3,DESCENTRALIZADO,0,NACIONAL,158
ASISTENCIAL,PREGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,VELEZ,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,347
PROFESIONAL,POSTGRADO,GOBERNACIÓN,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0922222,0.120226,0,0,0,0,0,0,0,0,0,0,0,0,0.689389,0,0,0,0,0,0.0981624,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.1,3,CENTRAL,0,NACIONAL,352
TÉCNICO,PREGRADO,ALCALDÍA,VILLAVICENCIO,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.0485714,0.02,0,0,0.251905,0,0,0,0,0,0,0,0.04,0,0.639524,0,0,0,0,0,0,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0.166667,0,0.5,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,494
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,SOGAMOSO,LIBRE NOMBRAMIENTO Y REMOCIÓN,TRABAJO,DIRECTIVO,DIRECTIVO,0,0.0333333,0,0,0,0.442532,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.304134,0,0,0,0,0,0.428571,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.285714,3,NO APLICA,0,NACIONAL,261
ASESOR,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,CARTAGENA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154167,0,0.845833,0,0,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0.181818,0,0.727273,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,551
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,TÉCNICO,TÉCNICO,0,0,0,0,0,0.0914286,0,0,0,0,0,0,0,0,0,0.342045,0,0,0,0,0,0.566526,0,0,0.111111,0,0,0.222222,0,0,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0.444444,3,CENTRAL,0,TERRITORIAL,95
ASISTENCIAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,SAN EDUARDO,PROVISIONAL,TRABAJO,PROFESIONAL,DIRECTIVO,0,0,0,0,0,0.296667,0,0,0,0,0,0,0,0,0,0.683333,0,0,0,0,0,0.02,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,CENTRAL,0,TERRITORIAL,259
ASISTENCIAL,PREGRADO,ÓRGANO AUTÓNOMO,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.141305,0,0,0,0.685534,0,0,0,0,0,0.173161,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0.777778,0,0,0,0,0,0.111111,3,CENTRAL,0,NACIONAL,170
PROFESIONAL,POSTGRADO,DEPARTAMENTO ADMINISTRATIVO,VALLEDUPAR,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.02,0,0,0.155087,0,0,0,0,0,0,0,0,0,0.654434,0,0,0,0,0,0.17048,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.125,3,CENTRAL,0,NACIONAL,147
PROFESIONAL,PREGRADO,PERSONERÍA MUNICIPAL,NEIVA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0702381,0,0,0,0,0,0,0,0,0,0.279286,0,0,0,0.41,0,0,0,0,0,0.240476,0,0,0,0,0,0.111111,0,0,0,0,0,0.111111,0,0.111111,0,0.555556,0,0,0,0,0,0.111111,3,NO APLICA,0,NACIONAL,629
ASESOR,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,BUCARAMANGA,ESCALAFONADO EN CARRERA,ESTADÍSTICAS,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953504,0,0,0,0,0,0.0464957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909091,0,0,0,0,0,0.0909091,3,DESCENTRALIZADO,0,NACIONAL,192
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,PEREIRA,PROVISIONAL,SALUD Y PROTECCIÓN SOCIAL,PROFESIONAL,PROFESIONAL,0,0,0.199167,0,0,0,0,0,0,0,0,0,0,0,0,0.800833,0,0,0,0,0,0,0,0.0769231,0.0384615,0,0,0,0,0,0,0,0,0,0,0,0,0.692308,0,0,0,0,0,0.192308,3,DESCENTRALIZADO,0,NACIONAL,366
PROFESIONAL,POSTGRADO,ALCALDÍA,IBAGUE,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.165,0,0,0,0,0,0,0,0,0,0.211667,0,0,0,0.623333,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.625,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,168
PROFESIONAL,POSTGRADO,ÓRGANO AUTÓNOMO,MEDELLIN,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0,0.278571,0,0,0.389286,0,0,0,0,0,0,0,0,0,0.332143,0,0,0,0,0,0,0,0,0.111111,0,0,0.444444,0,0,0,0,0,0,0,0,0,0.444444,0,0,0,0,0,0,3,NO APLICA,0,TERRITORIAL,658
ASESOR,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,PUEBLORRICO,PROVISIONAL,EDUCACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.25,0,0,0.0777778,0,0,0,0,0,0,0,0,0,0.672222,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,3,NO APLICA,0,TERRITORIAL,461
PROFESIONAL,PREGRADO,ALCALDÍA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.110722,0,0,0,0.225996,0,0,0,0,0,0,0,0,0,0.57145,0,0,0,0,0,0.0918326,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.1,3,CENTRAL,0,NACIONAL,281
ASESOR,POSTGRADO,ALCALDÍA,BUGALAGRANDE,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.151746,0,0,0,0,0,0,0,0,0,0.848254,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,282
PROFESIONAL,PREGRADO,ENTE UNIVERSITARIO AUTÓNOMO,PEREIRA,LIBRE NOMBRAMIENTO Y REMOCIÓN,TRANSPORTE,TÉCNICO,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400238,0,0,0,0,0,0.599762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.4,3,DESCENTRALIZADO,0,TERRITORIAL,539
PROFESIONAL,POSTGRADO,ÓRGANO AUTÓNOMO,SAHAGUN,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,DIRECTIVO,DIRECTIVO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,3,NO APLICA,0,TERRITORIAL,153
ASISTENCIAL,POSTGRADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,ITAGUI,LIBRE NOMBRAMIENTO Y REMOCIÓN,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,PROFESIONAL,0,0,0.106046,0,0,0,0,0,0,0,0,0.06671,0,0,0,0.75847,0,0,0,0,0,0.0687734,0,0,0.111111,0,0,0,0,0,0,0,0,0.111111,0,0,0,0.666667,0,0,0,0,0,0.111111,3,CENTRAL,0,NACIONAL,171
DIRECTIVO,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,LA CRUZ,ESCALAFONADO EN CARRERA,TRABAJO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.2375,0,0,0,0,0,0,0,0,0,0.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,3,CENTRAL,0,TERRITORIAL,299
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,MANIZALES,LIBRE NOMBRAMIENTO Y REMOCIÓN,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.2875,0,0,0,0,0,0,0,0,0,0.5475,0,0,0,0,0,0.165,0,0.0833333,0.0833333,0,0,0.166667,0,0,0,0,0,0,0,0.0833333,0,0.416667,0,0,0,0,0,0.166667,3,CENTRAL,0,NACIONAL,273
TÉCNICO,POSTGRADO,DEPARTAMENTO ADMINISTRATIVO,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.230119,0,0,0.025,0,0,0,0,0,0,0,0.241071,0,0.50381,0,0,0,0,0,0,0,0,0.125,0,0,0.0625,0,0,0,0,0,0.0625,0,0.0625,0,0.6875,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,254
PROFESIONAL,POSTGRADO,GOBERNACIÓN,TUNJA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0444444,0,0,0,0.0666667,0,0,0,0,0,0,0,0,0,0.808333,0,0,0,0,0,0.0805556,0,0.142857,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0,0.142857,3,DESCENTRALIZADO,0,TERRITORIAL,391
PROFESIONAL,POSTGRADO,ALCALDÍA,LA PLATA,LIBRE NOMBRAMIENTO Y REMOCIÓN,AMBIENTE Y DESARROLLO SOSTENIBLE,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.758333,0,0,0,0,0,0.181667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0.222222,3,NO APLICA,0,NACIONAL,243
PROFESIONAL,POSTGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,NOBSA,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957576,0,0.784318,0,0,0,0,0,0.119924,0,0,0.166667,0,0,0.0555556,0,0,0,0,0,0,0,0.0555556,0,0.555556,0,0,0,0,0,0.166667,3,DESCENTRALIZADO,0,NACIONAL,293
ASESOR,POSTGRADO,ESTABLECIMIENTO PÚBLICO,SANTA MARTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.0166667,0,0.025,0,0.958333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.111111,0,0.777778,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,455
NO APLICA,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.113571,0,0,0,0.886429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.9,0,0,0,0,0,0,3,CENTRAL,0,NACIONAL,387
ASESOR,POSTGRADO,ALCALDÍA,AGUADAS,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.1825,0,0,0,0,0,0,0,0,0,0.720833,0,0,0,0,0,0.0966667,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.166667,3,DESCENTRALIZADO,0,TERRITORIAL,154
ORIENTADOR DE DEFENSA O ESPÍRITU,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,JUSTICIA Y DEL DERECHO,PROFESIONAL,ASISTENCIAL,0,0.133333,0.331905,0,0,0,0,0,0,0,0,0,0,0,0,0.534762,0,0,0,0,0,0,0,0.25,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,286
DIRECTIVO,POSTGRADO,ALCALDÍA,CUCUTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,ASISTENCIAL,PROFESIONAL,0,0,0.308333,0,0,0.273333,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.251667,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,3,DESCENTRALIZADO,0,TERRITORIAL,665
ASESOR,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BARRANQUILLA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.085,0,0,0.303333,0,0,0,0,0,0,0,0,0,0.611667,0,0,0,0,0,0,0,0,0.111111,0,0,0.222222,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,3,DESCENTRALIZADO,0,TERRITORIAL,142
DIRECTIVO,POSTGRADO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,EL DOVIO,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0.230952,0,0,0,0,0,0,0.752381,0,0,0,0,0,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,636
ASISTENCIAL,PREGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,SUPATA,ESCALAFONADO EN CARRERA,SALUD Y PROTECCIÓN SOCIAL,DIRECTIVO,DIRECTIVO,0,0.149167,0.215,0,0,0.601548,0,0,0,0,0,0,0,0,0,0.0342857,0,0,0,0,0,0,0,0.333333,0.166667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DESCENTRALIZADO,0,TERRITORIAL,523
DIRECTIVO,POSTGRADO,ALCALDÍA,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0,0.0571429,0,0,0.48619,0,0,0,0,0,0,0,0,0,0.298333,0,0,0,0,0,0.158333,0,0.125,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,3,DESCENTRALIZADO,0,TERRITORIAL,195
ASESOR,POSTGRADO,ALCALDÍA,SANTA FE,PROVISIONAL,HACIENDA Y CRÉDITO PÚBLICO,CONTROLADOR DE TRÁNSITO AÉREO,ASISTENCIAL,0,0.02,0.375238,0,0.413333,0.0571429,0,0,0,0,0,0,0,0,0,0.117619,0,0,0,0,0,0.0166667,0,0.142857,0.285714,0,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.142857,3,DESCENTRALIZADO,0,NACIONAL,571
PROFESIONAL,POSTGRADO,GOBERNACIÓN,VILLARRICA,PROVISIONAL,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.387619,0,0,0,0,0,0,0,0,0,0.612381,0,0,0,0,0,0,0,0,0,0,0,0.444444,0,0,0,0,0,0,0,0,0,0.555556,0,0,0,0,0,0,3,NO APLICA,0,NACIONAL,279
PROFESIONAL,POSTGRADO,ALCALDÍA,EL COPEY,PROVISIONAL,FUNCIÓN PÚBLICA,PROFESIONAL,PROFESIONAL,0,0,0.0626623,0,0,0.193777,0,0,0,0,0,0,0,0,0,0.743561,0,0,0,0,0,0,0,0,0.142857,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,3,DESCENTRALIZADO,0,NACIONAL,168
